Country;Country_code;Who_region;Wb_income;Year;Month;Agegroup;Deaths;
Israel;ISR;EUR;HIC;2025;6;65+;;
Israel;ISR;EUR;HIC;2025;2;15_64;;
Israel;ISR;EUR;HIC;2025;6;15_64;;
Israel;ISR;EUR;HIC;2025;7;5_14;;
Israel;ISR;EUR;HIC;2025;5;15_64;;
Israel;ISR;EUR;HIC;2025;1;65+;;
Israel;ISR;EUR;HIC;2025;11;65+;;
Israel;ISR;EUR;HIC;2025;7;15_64;;
Israel;ISR;EUR;HIC;2025;8;65+;;
Israel;ISR;EUR;HIC;2025;4;15_64;;
Israel;ISR;EUR;HIC;2025;9;0_4;;
Israel;ISR;EUR;HIC;2025;4;65+;;
Italy;ITA;EUR;HIC;2025;6;0_4;;
Italy;ITA;EUR;HIC;2025;5;15_64;;
Italy;ITA;EUR;HIC;2025;5;0_4;;
Italy;ITA;EUR;HIC;2025;4;15_64;1;
Italy;ITA;EUR;HIC;2025;3;0_4;0;
Italy;ITA;EUR;HIC;2025;3;65+;50;
Italy;ITA;EUR;HIC;2025;2;15_64;6;
Italy;ITA;EUR;HIC;2025;3;5_14;0;
Israel;ISR;EUR;HIC;2025;4;5_14;;
Italy;ITA;EUR;HIC;2025;1;5_14;0;
Israel;ISR;EUR;HIC;2025;12;5_14;;
Israel;ISR;EUR;HIC;2025;12;0_4;;
Israel;ISR;EUR;HIC;2025;9;15_64;;
Israel;ISR;EUR;HIC;2025;12;15_64;;
Israel;ISR;EUR;HIC;2025;8;15_64;;
Israel;ISR;EUR;HIC;2025;9;65+;;
Israel;ISR;EUR;HIC;2025;7;0_4;;
Israel;ISR;EUR;HIC;2025;9;5_14;;
Italy;ITA;EUR;HIC;2025;2;0_4;0;
Isle of Man;IMN;EUR;HIC;2025;7;0_4;;
Israel;ISR;EUR;HIC;2025;1;15_64;;
Israel;ISR;EUR;HIC;2025;4;0_4;;
Isle of Man;IMN;EUR;HIC;2025;7;15_64;;
Isle of Man;IMN;EUR;HIC;2025;12;0_4;;
Isle of Man;IMN;EUR;HIC;2025;6;0_4;;
Isle of Man;IMN;EUR;HIC;2025;11;5_14;;
Isle of Man;IMN;EUR;HIC;2025;5;0_4;;
Isle of Man;IMN;EUR;HIC;2025;10;5_14;;
Isle of Man;IMN;EUR;HIC;2025;4;65+;;
Isle of Man;IMN;EUR;HIC;2025;9;65+;;
Isle of Man;IMN;EUR;HIC;2025;4;5_14;;
Isle of Man;IMN;EUR;HIC;2025;12;5_14;;
Isle of Man;IMN;EUR;HIC;2025;8;65+;;
Isle of Man;IMN;EUR;HIC;2025;11;0_4;;
Isle of Man;IMN;EUR;HIC;2025;3;5_14;;
Isle of Man;IMN;EUR;HIC;2025;10;0_4;;
Isle of Man;IMN;EUR;HIC;2025;7;65+;;
Isle of Man;IMN;EUR;HIC;2025;7;5_14;;
Isle of Man;IMN;EUR;HIC;2025;2;5_14;;
Isle of Man;IMN;EUR;HIC;2025;12;15_64;;
Isle of Man;IMN;EUR;HIC;2025;8;15_64;;
Isle of Man;IMN;EUR;HIC;2025;8;5_14;;
Isle of Man;IMN;EUR;HIC;2025;9;15_64;;
Israel;ISR;EUR;HIC;2025;3;5_14;;
Israel;ISR;EUR;HIC;2025;11;15_64;;
Israel;ISR;EUR;HIC;2025;3;0_4;;
Israel;ISR;EUR;HIC;2025;2;5_14;;
Israel;ISR;EUR;HIC;2025;10;65+;;
Israel;ISR;EUR;HIC;2025;2;0_4;;
Israel;ISR;EUR;HIC;2025;1;5_14;;
Israel;ISR;EUR;HIC;2025;10;5_14;;
Israel;ISR;EUR;HIC;2025;11;5_14;;
Israel;ISR;EUR;HIC;2025;1;0_4;;
Israel;ISR;EUR;HIC;2025;6;5_14;;
Israel;ISR;EUR;HIC;2025;6;0_4;;
Israel;ISR;EUR;HIC;2025;5;65+;;
Israel;ISR;EUR;HIC;2025;5;5_14;;
Israel;ISR;EUR;HIC;2025;5;0_4;;
Isle of Man;IMN;EUR;HIC;2025;11;65+;;
Isle of Man;IMN;EUR;HIC;2025;10;65+;;
Isle of Man;IMN;EUR;HIC;2025;9;5_14;;
Israel;ISR;EUR;HIC;2025;10;15_64;;
Iraq;IRQ;EMR;UMC;2025;7;15_64;;
Iraq;IRQ;EMR;UMC;2025;2;15_64;;
Iraq;IRQ;EMR;UMC;2025;6;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;10;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;3;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;2;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;3;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;10;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;2;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;1;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;2;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;6;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;1;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;2;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;6;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;1;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;5;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;1;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;5;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;5;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;3;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;3;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;4;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;10;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;11;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;9;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;10;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;8;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;6;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;8;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;11;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;7;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;11;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;6;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;11;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;7;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;5;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;4;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;11;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;7;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;4;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;4;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;7;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;8;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;11;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;10;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;9;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;3;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;9;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;8;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;2;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;8;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;7;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;1;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;7;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;6;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;5;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;4;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;3;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;1;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;12;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;12;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;9;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;10;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;4;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;11;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;12;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;9;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;8;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;7;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;4;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;4;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;3;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;3;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;2;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;10;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;2;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;1;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;1;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;12;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;11;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;10;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;6;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;5;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;5;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;2;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;12;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;12;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;8;65+;;
Iraq;IRQ;EMR;UMC;2025;7;65+;;
Iraq;IRQ;EMR;UMC;2025;3;0_4;;
Iraq;IRQ;EMR;UMC;2025;7;5_14;;
Iraq;IRQ;EMR;UMC;2025;2;5_14;;
Iraq;IRQ;EMR;UMC;2025;7;0_4;;
Iraq;IRQ;EMR;UMC;2025;2;0_4;;
Iraq;IRQ;EMR;UMC;2025;1;0_4;;
Iraq;IRQ;EMR;UMC;2025;1;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;11;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;11;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;11;0_4;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;10;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;10;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;11;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;10;0_4;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;10;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;5;0_4;;
Iraq;IRQ;EMR;UMC;2025;3;5_14;;
Iraq;IRQ;EMR;UMC;2025;8;0_4;;
Iraq;IRQ;EMR;UMC;2025;4;0_4;;
Iraq;IRQ;EMR;UMC;2025;8;5_14;;
Iraq;IRQ;EMR;UMC;2025;11;15_64;;
Iraq;IRQ;EMR;UMC;2025;4;65+;;
Iraq;IRQ;EMR;UMC;2025;3;65+;;
Iraq;IRQ;EMR;UMC;2025;10;0_4;;
Iraq;IRQ;EMR;UMC;2025;12;65+;;
Iraq;IRQ;EMR;UMC;2025;3;15_64;;
Iraq;IRQ;EMR;UMC;2025;6;65+;;
Iraq;IRQ;EMR;UMC;2025;12;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;9;5_14;;
Iraq;IRQ;EMR;UMC;2025;2;65+;;
Iraq;IRQ;EMR;UMC;2025;9;5_14;;
Iraq;IRQ;EMR;UMC;2025;1;65+;;
Iraq;IRQ;EMR;UMC;2025;5;65+;;
Iraq;IRQ;EMR;UMC;2025;9;0_4;;
Iraq;IRQ;EMR;UMC;2025;1;15_64;;
Iraq;IRQ;EMR;UMC;2025;5;15_64;;
Iraq;IRQ;EMR;UMC;2025;8;65+;;
Iraq;IRQ;EMR;UMC;2025;4;5_14;;
Iraq;IRQ;EMR;UMC;2025;6;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;4;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;6;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;3;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;12;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;4;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;12;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;3;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;12;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;2;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;9;0_4;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;1;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;5;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;8;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;7;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;7;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;7;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;12;15_64;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;9;65+;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;9;5_14;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;9;0_4;;
International conveyance (ICVANUATU);XXH;OTHER;;2025;12;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;8;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;7;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;6;0_4;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;7;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;6;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;2;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;5;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;1;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;5;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;4;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;4;0_4;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;3;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;6;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;3;0_4;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;2;0_4;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;1;5_14;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;1;0_4;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;12;0_4;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;9;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;9;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;8;65+;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;8;15_64;;
Iran (Islamic Republic of);IRN;EMR;UMC;2025;2;5_14;;
Italy;ITA;EUR;HIC;2025;5;5_14;;
India;IND;SEAR;LMC;2025;11;0_4;;
India;IND;SEAR;LMC;2025;10;5_14;;
Guinea;GIN;AFR;LMC;2025;8;5_14;;
Guinea;GIN;AFR;LMC;2025;5;5_14;;
Guinea;GIN;AFR;LMC;2025;8;15_64;;
Guinea;GIN;AFR;LMC;2025;7;65+;;
Guinea;GIN;AFR;LMC;2025;4;15_64;;
Guinea;GIN;AFR;LMC;2025;7;15_64;;
Guinea;GIN;AFR;LMC;2025;7;5_14;;
Guinea;GIN;AFR;LMC;2025;3;15_64;;
Guinea;GIN;AFR;LMC;2025;6;0_4;;
Guinea;GIN;AFR;LMC;2025;7;0_4;;
Guinea;GIN;AFR;LMC;2025;2;15_64;;
Guinea;GIN;AFR;LMC;2025;5;0_4;;
Guinea;GIN;AFR;LMC;2025;6;15_64;;
Guinea;GIN;AFR;LMC;2025;1;15_64;;
Guinea;GIN;AFR;LMC;2025;4;65+;;
Guinea;GIN;AFR;LMC;2025;5;15_64;;
Guinea;GIN;AFR;LMC;2025;3;65+;;
Guinea;GIN;AFR;LMC;2025;1;0_4;;
Guinea;GIN;AFR;LMC;2025;12;15_64;;
Guinea;GIN;AFR;LMC;2025;5;65+;;
Guinea;GIN;AFR;LMC;2025;8;65+;;
Guinea;GIN;AFR;LMC;2025;11;5_14;;
Guinea;GIN;AFR;LMC;2025;4;5_14;;
Guinea;GIN;AFR;LMC;2025;11;0_4;;
Guinea;GIN;AFR;LMC;2025;4;0_4;;
Guinea;GIN;AFR;LMC;2025;10;65+;;
Guinea;GIN;AFR;LMC;2025;3;5_14;;
Guinea;GIN;AFR;LMC;2025;10;0_4;;
Guinea;GIN;AFR;LMC;2025;3;0_4;;
Guinea;GIN;AFR;LMC;2025;2;65+;;
Guinea;GIN;AFR;LMC;2025;9;15_64;;
Guinea;GIN;AFR;LMC;2025;12;0_4;;
Guinea;GIN;AFR;LMC;2025;6;65+;;
Guinea;GIN;AFR;LMC;2025;9;65+;;
Guinea;GIN;AFR;LMC;2025;2;0_4;;
Guinea;GIN;AFR;LMC;2025;9;5_14;;
Guinea;GIN;AFR;LMC;2025;6;5_14;;
Guinea;GIN;AFR;LMC;2025;12;5_14;;
Guinea;GIN;AFR;LMC;2025;1;5_14;;
Guinea;GIN;AFR;LMC;2025;2;5_14;;
Guinea;GIN;AFR;LMC;2025;8;0_4;;
Guinea;GIN;AFR;LMC;2025;1;65+;;
Guernsey;GGY;EUR;;2025;11;15_64;;
Guernsey;GGY;EUR;;2025;5;65+;;
Guernsey;GGY;EUR;;2025;8;5_14;;
Guernsey;GGY;EUR;;2025;8;0_4;;
Guernsey;GGY;EUR;;2025;5;5_14;;
Guernsey;GGY;EUR;;2025;12;5_14;;
Guernsey;GGY;EUR;;2025;7;65+;;
Guernsey;GGY;EUR;;2025;4;15_64;;
Guernsey;GGY;EUR;;2025;12;15_64;;
Guernsey;GGY;EUR;;2025;7;5_14;;
Guernsey;GGY;EUR;;2025;3;15_64;;
Guernsey;GGY;EUR;;2025;8;15_64;;
Guernsey;GGY;EUR;;2025;7;0_4;;
Guernsey;GGY;EUR;;2025;2;15_64;;
Guernsey;GGY;EUR;;2025;7;15_64;;
Guernsey;GGY;EUR;;2025;6;15_64;;
Guernsey;GGY;EUR;;2025;1;15_64;;
Guernsey;GGY;EUR;;2025;6;0_4;;
Guernsey;GGY;EUR;;2025;8;65+;;
Guernsey;GGY;EUR;;2025;1;0_4;;
Guernsey;GGY;EUR;;2025;9;5_14;;
Guernsey;GGY;EUR;;2025;6;5_14;;
Guernsey;GGY;EUR;;2025;10;5_14;;
Guernsey;GGY;EUR;;2025;10;15_64;;
Guernsey;GGY;EUR;;2025;11;65+;;
Guernsey;GGY;EUR;;2025;9;0_4;;
Guernsey;GGY;EUR;;2025;11;5_14;;
Guernsey;GGY;EUR;;2025;4;5_14;;
Guernsey;GGY;EUR;;2025;11;0_4;;
Guernsey;GGY;EUR;;2025;4;0_4;;
Guernsey;GGY;EUR;;2025;12;65+;;
Guernsey;GGY;EUR;;2025;10;65+;;
Guernsey;GGY;EUR;;2025;10;0_4;;
Guernsey;GGY;EUR;;2025;3;0_4;;
Guernsey;GGY;EUR;;2025;9;15_64;;
Guernsey;GGY;EUR;;2025;2;5_14;;
Guernsey;GGY;EUR;;2025;6;65+;;
Guernsey;GGY;EUR;;2025;12;0_4;;
Guernsey;GGY;EUR;;2025;2;0_4;;
Guernsey;GGY;EUR;;2025;9;65+;;
Guernsey;GGY;EUR;;2025;3;5_14;;
Guernsey;GGY;EUR;;2025;5;15_64;;
Guinea;GIN;AFR;LMC;2025;11;65+;;
Guinea;GIN;AFR;LMC;2025;10;15_64;;
Guyana;GUY;AMR;HIC;2025;1;5_14;0;
Guyana;GUY;AMR;HIC;2025;7;5_14;0;
Guyana;GUY;AMR;HIC;2025;1;0_4;0;
Guyana;GUY;AMR;HIC;2025;6;65+;5;
Guyana;GUY;AMR;HIC;2025;6;5_14;0;
Guyana;GUY;AMR;HIC;2025;6;15_64;0;
Guyana;GUY;AMR;HIC;2025;6;0_4;1;
Guyana;GUY;AMR;HIC;2025;2;5_14;0;
Guyana;GUY;AMR;HIC;2025;2;15_64;0;
Guinea-Bissau;GNB;AFR;LIC;2025;11;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;12;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;10;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;11;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;9;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;10;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;9;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;10;15_64;;
Guyana;GUY;AMR;HIC;2025;2;0_4;0;
Guyana;GUY;AMR;HIC;2025;7;65+;2;
Guyana;GUY;AMR;HIC;2025;1;65+;0;
Guyana;GUY;AMR;HIC;2025;3;5_14;0;
Guyana;GUY;AMR;HIC;2025;11;5_14;0;
Guyana;GUY;AMR;HIC;2025;5;0_4;0;
Guyana;GUY;AMR;HIC;2025;10;5_14;0;
Guyana;GUY;AMR;HIC;2025;3;0_4;0;
Guyana;GUY;AMR;HIC;2025;10;15_64;0;
Guyana;GUY;AMR;HIC;2025;4;65+;0;
Guyana;GUY;AMR;HIC;2025;10;0_4;0;
Guyana;GUY;AMR;HIC;2025;2;65+;0;
Guinea-Bissau;GNB;AFR;LIC;2025;8;5_14;;
Guyana;GUY;AMR;HIC;2025;9;15_64;0;
Guyana;GUY;AMR;HIC;2025;9;5_14;0;
Guyana;GUY;AMR;HIC;2025;1;15_64;0;
Guyana;GUY;AMR;HIC;2025;7;15_64;1;
Guyana;GUY;AMR;HIC;2025;4;0_4;0;
Guyana;GUY;AMR;HIC;2025;9;0_4;0;
Guyana;GUY;AMR;HIC;2025;7;0_4;0;
Guyana;GUY;AMR;HIC;2025;3;15_64;0;
Guyana;GUY;AMR;HIC;2025;8;65+;0;
Guyana;GUY;AMR;HIC;2025;4;5_14;0;
Guinea;GIN;AFR;LMC;2025;9;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;6;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;5;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;8;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;10;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;7;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;9;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;4;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;8;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;3;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;7;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;2;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;6;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;1;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;6;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;5;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;5;0_4;;
Guinea;GIN;AFR;LMC;2025;12;65+;;
Guinea;GIN;AFR;LMC;2025;11;15_64;;
Guinea;GIN;AFR;LMC;2025;10;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;11;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;9;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;1;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;11;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;7;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;4;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;7;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;4;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;6;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;3;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;5;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;3;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;8;0_4;;
Guinea-Bissau;GNB;AFR;LIC;2025;4;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;3;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;2;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;2;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;12;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;1;65+;;
Guinea-Bissau;GNB;AFR;LIC;2025;12;15_64;;
Guinea-Bissau;GNB;AFR;LIC;2025;1;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;12;5_14;;
Guinea-Bissau;GNB;AFR;LIC;2025;2;65+;;
Guernsey;GGY;EUR;;2025;5;0_4;;
Guernsey;GGY;EUR;;2025;1;5_14;;
Guernsey;GGY;EUR;;2025;4;65+;;
Guadeloupe;GLP;AMR;;2025;2;0_4;;
Guadeloupe;GLP;AMR;;2025;9;5_14;;
Guadeloupe;GLP;AMR;;2025;1;0_4;;
Guadeloupe;GLP;AMR;;2025;9;0_4;;
Guadeloupe;GLP;AMR;;2025;8;0_4;;
Guadeloupe;GLP;AMR;;2025;7;0_4;;
Guadeloupe;GLP;AMR;;2025;6;65+;;
Guadeloupe;GLP;AMR;;2025;5;65+;;
Guadeloupe;GLP;AMR;;2025;4;5_14;;
Guadeloupe;GLP;AMR;;2025;4;15_64;;
Guadeloupe;GLP;AMR;;2025;3;5_14;;
Guadeloupe;GLP;AMR;;2025;3;15_64;;
Guadeloupe;GLP;AMR;;2025;2;5_14;;
Guadeloupe;GLP;AMR;;2025;12;15_64;;
Guadeloupe;GLP;AMR;;2025;2;15_64;;
Guadeloupe;GLP;AMR;;2025;1;5_14;;
Guadeloupe;GLP;AMR;;2025;11;0_4;;
Guadeloupe;GLP;AMR;;2025;10;15_64;;
Guadeloupe;GLP;AMR;;2025;3;0_4;;
Guadeloupe;GLP;AMR;;2025;4;0_4;;
Guadeloupe;GLP;AMR;;2025;7;15_64;;
Guam;GUM;WPR;HIC;2025;7;0_4;;
Guam;GUM;WPR;HIC;2025;7;15_64;;
Guam;GUM;WPR;HIC;2025;6;15_64;;
Guam;GUM;WPR;HIC;2025;6;0_4;;
Guam;GUM;WPR;HIC;2025;5;15_64;;
Guam;GUM;WPR;HIC;2025;5;0_4;;
Guam;GUM;WPR;HIC;2025;3;5_14;;
Guam;GUM;WPR;HIC;2025;4;65+;;
Guadeloupe;GLP;AMR;;2025;1;15_64;;
Guam;GUM;WPR;HIC;2025;1;5_14;;
Guam;GUM;WPR;HIC;2025;2;65+;;
Guam;GUM;WPR;HIC;2025;1;65+;;
